top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Blue,Sports,Fall
Tshirts,Purple,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Black,Casual,Summer
Shirts,Brown,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Purple,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Charcoal,Casual,Fall
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Red,Sports,Summer
Shirts,White,Formal,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Beige,Casual,Winter
Shirts,Grey,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Summer
Shirts,Blue,Formal,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,White,Casual,Fall
Shirts,Blue,Formal,Summer,Trousers,Black,Formal,Summer,Sports Shoes,White,Sports,Summer
Shirts,Red,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Shirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall
Shirts,Yellow,Casual,Fall,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Shirts,Green,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Pink,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Black,Sports,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Jackets,Blue,Sports,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Formal,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall
Shirts,Red,Casual,Fall,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Winter
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Grey,Casual,Winter
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Shirts,Orange,Formal,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,White,Casual,Summer,Trousers,Khaki,Casual,Fall,Sports Shoes,Grey,Sports,Fall
Shirts,White,Formal,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall
Shirts,White,Casual,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Purple,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Blue,Casual,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Navy Blue,Casual,Summer,Shorts,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Shirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Brown,Casual,Summer,Shorts,Grey,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Charcoal,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Blue,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Purple,Casual,Fall,Shorts,Navy Blue,Sports,Fall,Sports Shoes,Silver,Sports,Summer
Shirts,Blue,Casual,Fall,Track Pants,Grey,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Yellow,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Shirts,Grey,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Green,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Yellow,Casual,Fall,Jeans,,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,White,Formal,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Sweatshirts,Black,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall
Sweatshirts,Black,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Blue,Casual,Fall
Tshirts,Green,Casual,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Casual,Summer
Tshirts,Charcoal,Casual,Summer,Trousers,Grey,Formal,Fall,Sports Shoes,Black,Sports,Spring
Shirts,Brown,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Pink,Casual,Summer,Jeans,Black,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,White,Formal,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Olive,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Kurtas,Maroon,Ethnic,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Track Pants,Black,Casual,Spring,Sports Shoes,White,Casual,Summer
Sweatshirts,Black,Casual,Fall,Trousers,Brown,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Grey,Casual,Winter
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Fall,Sports Shoes,White,Casual,Summer
Shirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Red,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Grey,Sports,Summer
Shirts,Yellow,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Shorts,White,Casual,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Maroon,Sports,Summer,Trousers,Grey,Casual,Summer,Formal Shoes,Black,Formal,Winter
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Summer
Shirts,Red,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Red,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Jeans,,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Yellow,Casual,Fall,Trousers,Black,Formal,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Black,Casual,Summer,Shorts,White,Casual,Summer,Casual Shoes,Green,Casual,Summer
Tshirts,Purple,Casual,Summer,Track Pants,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Burgundy,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Purple,Formal,Fall,Track Pants,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Grey,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Winter
Tshirts,Black,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Red,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Shirts,Navy Blue,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Red,Casual,Fall,Track Pants,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Shirts,Orange,Formal,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,Blue,Sports,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Shirts,Red,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Beige,Casual,Winter
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Formal,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Blue,Casual,Summer
Tshirts,Blue,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Black,Casual,Summer
Tshirts,Red,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Summer
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Green,Casual,Summer
Tshirts,Blue,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,White,Formal,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,White,Casual,Fall
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Red,Casual,Winter
Tshirts,Purple,Casual,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Summer,Trousers,Grey,Formal,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Purple,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Silver,Sports,Summer
Tshirts,Purple,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Blue,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Fall,Trousers,Charcoal,Formal,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Brown,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Green,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Summer,Shorts,Grey,Sports,Fall,Sports Shoes,Black,Sports,Spring
Shirts,Brown,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter
Shirts,Brown,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Beige,Casual,Winter
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Pink,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Trousers,Brown,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,White,Casual,Fall,Trousers,Beige,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Casual,Summer
Tshirts,Purple,Casual,Summer,Shorts,Beige,Casual,Fall,Casual Shoes,Black,Casual,Fall
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Casual,Summer
Tshirts,Blue,Casual,Fall,Trousers,Khaki,Formal,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Purple,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Blue,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Green,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Sports,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Navy Blue,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,Blue,Casual,Summer
Shirts,Black,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,White,Casual,Spring
Tshirts,Grey,Casual,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Grey,Casual,Summer,Shorts,Green,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Burgundy,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,Yellow,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Casual,Summer
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Grey,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Burgundy,Casual,Summer,Trousers,Khaki,Formal,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Black,Casual,Summer,Shorts,White,Casual,Summer,Sports Shoes,Black,Sports,Fall
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Brown,Casual,Fall,Jeans,Black,Casual,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Green,Casual,Fall,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Red,Casual,Fall,Trousers,Khaki,Formal,Fall,Sports Shoes,Black,Sports,Spring
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Green,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Black,Sports,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,Black,Casual,Fall
Tshirts,Grey,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Grey,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,White,Casual,Fall
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Brown,Formal,Winter
Tshirts,Brown,Casual,Summer,Shorts,Black,Sports,Summer,Sports Shoes,Blue,Sports,Summer
Shirts,Grey,Casual,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Purple,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Fall
Shirts,Blue,Formal,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Red,Sports,Summer
Tshirts,Orange,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Shirts,Red,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Purple,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Brown,Casual,Summer
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Winter
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Summer
Shirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Fall
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Grey,Casual,Fall,Shorts,Black,Sports,Summer,Formal Shoes,Black,Formal,Summer
Shirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Fall,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Winter
Shirts,Olive,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Orange,Formal,Summer,Shorts,Red,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Purple,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Grey,Casual,Summer
Shirts,Purple,Casual,Fall,Trousers,Charcoal,Formal,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Grey,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Trousers,Green,Casual,Fall,Sports Shoes,Blue,Sports,Summer
Shirts,Navy Blue,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Summer,Shorts,White,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,White,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Purple,Casual,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Green,Casual,Summer
Tshirts,Blue,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Shorts,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Brown,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Green,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Green,Casual,Summer
Tshirts,Green,Sports,Fall,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Sports,Summer
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Green,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Blue,Sports,Fall
Tshirts,Brown,Casual,Summer,Shorts,Red,Casual,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Brown,Casual,Summer,Trousers,Grey,Formal,Fall,Sports Shoes,White,Casual,Summer
Tshirts,White,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Green,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Red,Sports,Summer
Tshirts,White,Casual,Fall,Trousers,Black,Casual,Summer,Sports Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Fall
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Green,Casual,Fall,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Formal,Fall,Trousers,Brown,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Formal,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Green,Sports,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter
Shirts,Olive,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,Grey,Sports,Fall
Tshirts,Blue,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Blue,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,Grey,Sports,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,White,Casual,Fall,Trousers,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Grey,Casual,Winter
Shirts,White,Formal,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Blue,Casual,Fall,Trousers,Green,Casual,Fall,Formal Shoes,Brown,Formal,Winter
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall
Shirts,Pink,Casual,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Casual,Summer,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Maroon,Sports,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Fall,Jeans,,Casual,Fall,Formal Shoes,Black,Formal,Summer
Shirts,Green,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Casual,Summer
Shirts,Green,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Sports Shoes,Grey,Sports,Fall
Tshirts,Blue,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Green,Casual,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,Silver,Sports,Summer
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter
